P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2BREAKPOINT,P2FORCEDERROR,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,SURF_CODE,WINNER
5,24,6,18,59,80,44,9,24,29,8,10,2,39,78,12,31,2,36,40,10,53,36,4,47,54,10,25,0,Player1
13,36,6,3,59,81,64,3,30,69,8,15,5,58,109,22,44,5,74,40,13,66,45,16,47,83,22,44,0,Player1
6,13,4,7,40,52,19,5,21,31,3,12,3,33,44,20,17,1,32,39,4,34,18,5,29,31,9,23,0,Player1
7,23,3,2,45,65,42,6,20,33,10,14,1,37,74,16,49,6,47,25,16,38,33,4,43,59,7,23,0,Player2
4,10,1,0,21,41,30,7,28,24,1,21,4,26,43,15,28,7,27,10,8,16,22,5,39,37,6,15,0,Player2
6,12,4,1,33,43,41,1,12,24,4,9,1,28,56,16,29,1,41,13,5,36,19,7,27,36,11,24,0,Player1
23,13,4,8,77,106,79,8,59,58,7,39,7,58,111,30,67,4,43,46,11,50,25,10,33,80,14,32,0,Player1
10,12,6,8,51,84,52,3,37,40,12,18,5,37,72,17,45,2,54,29,14,56,16,4,33,48,10,37,0,Player1
14,14,2,11,54,64,62,5,56,59,4,37,3,36,99,23,56,1,69,43,5,32,21,3,24,75,5,43,0,Player2
0,11,7,18,34,38,29,3,3,15,0,2,5,34,38,14,9,0,15,38,0,18,12,7,24,23,14,11,0,Player1
9,43,2,1,70,105,48,5,41,45,12,27,8,65,82,36,41,3,58,58,15,56,54,4,75,64,6,37,0,Player2
7,15,6,0,37,50,56,1,20,36,3,13,6,48,67,26,29,2,25,20,5,37,22,11,19,37,17,18,0,Player1
0,4,0,0,3,7,3,1,0,4,0,0,2,5,13,4,1,1,3,7,1,3,4,3,13,8,3,2,0,Player2
3,13,4,18,41,50,38,3,21,25,5,13,6,37,51,21,21,0,34,37,5,28,22,3,32,33,7,22,0,Player1
8,21,3,1,44,79,44,4,26,33,7,18,3,32,54,17,41,7,32,22,14,23,30,5,41,42,8,15,0,Player2
3,16,5,4,45,58,53,6,20,31,2,12,3,40,56,20,23,2,39,20,4,37,24,1,38,38,6,24,0,Player1
7,16,7,11,52,65,45,8,22,28,6,15,6,57,52,28,25,4,36,35,10,44,28,6,47,35,13,20,0,Player1
3,5,0,1,16,31,17,6,15,28,6,14,1,21,32,13,19,8,32,8,14,16,10,2,35,29,2,13,0,Player2
0,19,6,13,55,79,40,4,30,48,3,21,8,37,68,24,36,3,35,42,6,43,37,4,22,42,10,23,0,Player1
8,19,4,14,48,62,44,6,32,28,3,22,8,49,54,27,50,3,39,30,6,37,25,4,29,44,8,23,0,Player1
12,18,6,5,44,62,41,3,17,21,12,9,2,40,40,18,38,1,35,24,13,34,24,4,24,28,10,19,0,Player1
14,22,0,4,32,45,35,3,24,29,3,14,5,32,62,18,41,4,38,31,7,17,34,10,32,48,10,18,0,Player2
10,11,1,12,51,75,43,9,27,45,9,24,8,57,65,39,49,4,51,31,13,50,20,10,47,48,11,30,0,Player2
6,28,6,7,35,63,16,7,14,42,14,9,4,29,61,16,18,8,52,41,22,40,47,4,59,40,10,24,0,Player2
2,21,10,5,25,37,26,0,15,15,2,6,6,16,45,5,11,2,19,31,4,25,27,10,15,17,20,12,0,Player1
8,27,4,29,65,84,18,1,33,35,4,21,4,47,62,26,44,3,33,61,7,39,60,2,34,49,6,15,0,Player1
5,23,7,10,34,37,35,0,13,18,2,11,5,30,43,16,16,0,34,32,2,24,31,4,24,23,11,18,0,Player1
13,21,1,10,35,43,19,5,19,32,5,13,5,35,59,27,32,5,40,38,10,29,30,4,37,43,5,22,0,Player2
21,19,5,2,67,100,81,8,49,51,6,27,10,76,102,46,81,4,73,34,10,70,31,11,52,73,16,49,0,Player1
0,14,5,6,38,43,22,1,19,12,0,12,1,27,43,15,10,0,16,31,0,30,21,6,26,25,11,14,0,Player1
8,0,0,5,22,42,16,4,17,18,4,14,1,24,29,21,34,8,29,9,12,18,5,5,34,21,5,9,0,Player2
0,23,1,3,27,44,7,4,18,22,6,8,1,13,40,9,17,6,30,21,12,28,34,3,37,27,4,11,0,Player2
8,22,6,5,43,55,46,6,22,22,3,15,3,53,55,27,31,2,35,32,5,36,28,5,40,35,11,22,0,Player1
4,16,5,5,38,48,33,4,20,29,1,14,1,31,43,12,18,1,38,27,2,32,22,2,26,32,7,23,0,Player1
10,9,1,3,34,54,19,3,3,25,4,2,3,22,38,17,34,6,30,14,10,27,16,0,31,33,1,13,0,Player2
7,13,0,4,30,50,26,7,28,56,11,18,3,37,44,26,22,5,38,23,16,27,26,2,25,33,2,21,0,Player2
0,12,2,3,29,46,28,1,26,49,7,18,3,21,83,11,23,5,54,23,12,45,19,5,40,57,7,28,0,Player2
20,7,0,4,29,42,21,4,24,31,1,15,0,26,59,16,45,3,30,26,4,22,16,2,16,50,2,21,0,Player2
0,12,7,9,39,54,30,2,10,22,2,7,1,18,73,12,12,2,24,36,4,37,16,7,35,32,14,16,0,Player1
11,12,3,1,53,81,50,9,32,48,6,24,3,55,76,30,46,7,54,33,13,46,19,4,55,58,7,30,0,Player2
0,20,10,8,70,106,68,7,56,61,7,37,9,60,101,34,43,8,68,63,15,44,41,10,72,63,20,32,0,Player2
21,31,6,5,54,87,46,7,34,44,6,24,8,57,80,26,55,10,54,53,16,37,47,14,58,62,20,25,0,Player2
1,14,5,0,41,60,51,1,36,32,7,28,5,33,51,16,33,2,30,17,9,28,21,7,19,37,12,19,0,Player1
6,11,2,3,26,37,27,5,31,30,8,25,5,36,42,23,36,7,45,18,15,25,16,5,34,34,7,18,0,Player2
9,13,5,11,44,60,38,1,40,13,6,25,2,31,46,13,42,1,23,27,7,30,22,0,13,31,5,16,0,Player1
3,17,3,7,36,53,34,2,39,26,5,33,8,30,61,17,35,6,39,37,11,22,27,3,39,43,6,18,0,Player2
5,19,4,15,42,51,36,8,29,34,10,22,6,32,55,23,32,6,56,36,16,25,27,2,45,37,6,22,0,Player2
3,21,0,3,21,35,5,6,7,15,3,7,1,14,34,8,24,4,24,18,7,22,41,4,30,28,4,11,0,Player2
1,4,5,4,36,48,32,0,9,26,1,6,2,20,59,10,18,1,32,17,2,46,7,7,22,33,12,21,0,Player1
22,17,6,22,48,58,42,1,67,42,3,32,4,44,81,19,45,2,51,59,5,25,24,8,26,62,14,30,0,Player1
4,8,0,1,13,22,12,3,10,14,0,8,1,19,25,13,17,4,20,9,4,16,12,0,22,17,0,9,0,Player2
3,8,0,1,15,25,9,1,2,15,1,2,1,9,31,5,16,3,13,11,4,12,14,1,17,25,1,6,0,Player2
12,23,5,6,47,63,44,3,28,40,7,14,5,56,58,31,40,2,42,31,9,48,32,8,24,40,13,28,0,Player1
7,18,7,6,61,84,71,4,36,50,2,25,6,53,80,22,38,2,37,34,4,40,30,10,31,57,17,24,0,Player1
4,14,5,12,44,54,22,2,11,26,2,7,3,13,65,4,19,2,35,33,4,41,17,3,31,44,8,19,0,Player1
12,20,2,7,46,77,36,4,17,39,10,10,2,56,69,34,41,3,40,33,13,48,30,7,51,49,9,27,0,Player2
17,14,0,3,56,76,34,6,46,45,6,27,3,26,72,17,48,2,32,30,8,35,18,8,23,61,8,20,0,Player2
13,21,2,3,64,89,43,6,35,38,9,25,3,61,87,34,47,3,57,36,12,67,33,12,72,67,14,32,0,Player2
1,27,5,4,47,63,41,3,17,31,5,10,1,42,64,22,19,2,23,46,7,23,36,5,36,38,10,16,0,Player1
3,15,0,5,24,37,16,9,13,26,8,9,0,18,56,14,25,5,35,17,13,27,35,2,44,42,2,18,0,Player2
6,11,5,5,41,53,31,4,35,27,3,22,3,29,44,13,30,1,36,36,4,29,16,3,16,31,8,23,0,Player1
17,20,3,21,48,59,36,0,25,20,3,17,4,33,60,18,47,0,32,45,3,24,32,9,16,44,12,22,0,Player1
1,18,4,23,39,45,17,4,19,16,4,12,4,39,38,20,17,0,37,56,4,23,27,5,38,28,9,24,0,Player1
2,28,3,6,30,48,18,7,11,27,4,7,4,20,78,11,22,7,36,36,11,30,40,5,60,54,8,17,0,Player2
5,15,5,2,52,69,44,3,25,38,4,17,5,50,39,23,25,2,33,13,6,54,26,2,25,31,7,19,0,Player1
8,22,4,20,61,80,39,3,12,56,2,6,8,58,86,33,34,0,45,54,2,59,30,6,38,63,10,35,0,Player1
2,19,7,14,33,39,23,1,16,17,0,6,2,21,45,11,4,0,19,42,0,20,22,7,21,18,14,13,0,Player1
3,27,4,12,70,94,55,3,78,44,6,54,4,51,83,33,43,2,67,51,8,50,43,2,59,60,6,41,0,Player1
5,30,3,2,22,46,17,5,9,22,3,8,3,36,35,22,15,8,27,19,11,26,42,2,53,24,5,12,0,Player2
19,11,2,12,42,61,27,4,34,42,3,20,2,35,75,25,41,4,40,49,7,24,14,7,34,54,9,25,0,Player2
5,31,2,11,33,50,11,1,12,24,6,9,4,16,54,11,33,6,41,34,12,21,51,0,43,44,2,14,0,Player2
10,12,8,8,53,82,64,2,43,24,9,26,5,32,71,8,40,4,42,36,13,29,20,5,41,46,13,22,0,Player1
5,19,6,5,48,62,34,2,19,28,1,11,3,37,45,16,17,2,22,29,3,33,32,7,30,31,13,10,0,Player1
14,50,1,17,67,91,20,5,17,39,3,14,2,39,87,26,47,2,39,55,5,48,75,5,54,68,6,22,0,Player2
6,12,0,8,25,40,13,3,3,24,1,3,1,21,45,12,35,6,25,15,7,23,32,4,25,38,4,9,0,Player2
11,11,6,8,68,82,59,6,27,59,2,18,4,60,100,36,49,3,52,48,5,54,15,6,35,67,12,32,0,Player1
3,33,2,8,43,65,23,2,25,40,12,19,1,36,74,21,31,6,54,44,18,39,44,8,55,53,10,26,0,Player2
2,31,11,7,55,84,37,1,17,39,8,13,3,42,96,19,32,6,42,55,14,54,47,15,51,50,26,19,0,Player1
2,12,4,4,24,31,28,2,14,14,1,10,5,25,33,12,14,0,17,22,1,18,15,7,17,19,11,12,0,Player1
6,2,2,2,25,41,57,6,11,29,6,10,16,30,44,16,29,3,39,13,9,15,3,2,33,38,4,24,0,Player2
2,4,4,1,24,35,21,1,10,5,3,5,6,30,15,14,11,0,14,14,3,25,8,2,25,12,6,11,0,Player1
3,16,6,1,35,57,29,6,19,31,9,10,4,43,51,19,27,6,38,36,15,30,27,4,46,34,10,15,0,Player2
0,3,6,0,23,39,54,2,11,15,6,8,5,20,39,12,22,3,20,5,9,10,4,7,19,19,13,13,0,Player1
2,5,5,4,21,29,30,0,4,11,0,4,5,20,34,5,13,1,13,17,1,15,12,4,15,23,9,10,0,Player1
4,0,0,0,12,28,10,2,9,19,7,8,0,17,18,12,22,5,16,6,12,11,3,0,13,16,0,8,0,Player2
5,12,7,2,38,59,49,4,13,25,5,8,9,28,59,12,24,3,31,27,8,29,16,6,36,38,13,21,0,Player1
1,25,4,0,42,73,40,4,20,30,8,11,6,29,49,21,20,5,30,25,13,24,34,4,52,32,8,16,0,Player2
2,6,2,1,21,44,33,6,11,25,3,8,8,27,20,17,19,5,11,11,8,6,7,3,22,17,5,8,0,Player2
1,10,5,2,20,25,21,2,8,9,0,6,6,13,24,5,7,0,12,17,0,17,12,5,11,12,10,9,0,Player1
2,13,4,3,27,38,38,1,25,22,1,14,16,36,51,22,17,4,32,32,5,19,21,7,46,34,11,15,0,Player2
2,7,4,4,17,34,23,3,6,18,4,5,6,20,50,9,10,5,32,20,9,22,9,9,52,34,13,15,0,Player2
5,4,1,0,16,33,34,2,16,18,5,10,5,21,35,13,28,4,22,6,9,13,5,5,19,25,6,14,0,Player2
2,4,5,3,17,21,24,0,4,14,0,3,5,16,29,5,14,1,20,12,1,17,5,4,10,22,9,13,0,Player1
5,6,5,0,42,75,58,2,12,28,10,8,8,26,52,13,41,6,25,9,16,22,8,0,30,37,5,11,0,Player2
4,10,5,5,35,45,34,10,14,14,8,12,3,23,38,11,30,2,26,20,10,25,13,3,22,24,8,15,0,Player1
2,21,6,4,40,55,40,4,27,32,4,14,3,30,73,11,28,3,43,35,7,34,24,3,39,47,9,21,0,Player1
2,7,1,2,18,30,9,7,5,21,4,4,3,13,37,6,11,5,15,17,9,16,13,2,31,29,3,6,0,Player2
6,8,1,0,15,26,27,3,20,15,2,15,4,16,39,10,28,3,21,7,5,16,10,2,16,30,3,16,0,Player2
5,4,1,1,21,39,32,2,11,18,5,7,5,19,31,11,29,4,16,9,9,7,5,3,17,26,4,9,0,Player2
4,4,0,2,18,30,15,1,8,22,7,7,1,17,23,11,19,5,23,8,12,13,7,0,18,19,0,7,0,Player2
0,6,7,3,26,38,32,1,8,9,3,4,0,13,24,1,9,2,13,8,5,18,7,1,13,8,8,4,0,Player1
3,2,7,3,23,34,45,4,6,9,4,5,8,22,27,8,21,2,14,9,6,12,4,6,13,13,13,7,0,Player1
1,7,2,2,24,34,32,5,16,21,4,9,3,23,39,16,17,4,31,13,8,17,13,3,35,26,5,15,0,Player2
7,8,1,5,26,41,19,3,16,12,10,11,2,17,33,12,25,4,24,14,14,22,10,1,28,23,2,12,0,Player2
0,10,6,0,35,50,31,3,23,25,2,15,3,14,70,8,23,5,25,23,7,33,17,4,30,37,10,10,0,Player1
0,8,3,3,21,33,12,3,26,20,9,19,0,21,22,10,19,6,22,20,15,10,16,0,20,17,3,5,0,Player2
4,16,6,0,30,45,32,3,12,18,8,9,5,28,37,12,21,3,18,17,11,23,20,5,25,22,11,6,0,Player1
10,3,0,1,8,15,10,4,7,8,1,6,1,14,23,8,25,5,15,5,6,6,4,1,18,21,1,4,0,Player2
5,8,2,0,24,42,21,1,12,13,2,9,3,27,32,14,18,4,15,14,6,16,13,1,38,26,3,5,0,Player2
1,9,6,5,22,33,36,4,5,15,1,3,15,17,29,12,11,4,14,15,5,12,13,3,23,14,9,6,0,Player1
4,17,4,2,30,43,43,10,22,30,5,19,9,40,46,25,22,4,33,23,9,24,21,8,39,33,12,23,0,Player2
1,7,5,2,39,68,36,11,15,24,17,12,6,28,41,12,22,7,19,21,24,24,7,5,46,27,10,6,0,Player2
1,4,0,0,10,21,7,5,5,14,3,5,1,15,18,11,8,5,20,10,8,9,11,0,32,17,0,10,0,Player2
2,10,5,5,36,55,38,9,12,29,7,7,8,31,60,18,16,6,43,23,13,45,11,6,55,36,11,25,0,Player2
6,1,0,0,6,18,5,0,1,8,0,1,2,9,13,8,16,4,6,2,4,3,1,0,14,12,0,0,0,Player2
3,18,7,1,34,56,28,2,41,20,7,23,4,29,60,15,28,5,34,43,12,25,28,6,41,32,13,16,0,Player1
1,13,5,5,19,30,19,0,6,11,0,6,2,25,34,12,11,2,21,24,2,20,20,6,27,17,11,12,0,Player1
5,2,1,0,18,34,23,1,20,18,2,13,1,19,29,11,30,5,17,3,7,14,4,5,13,22,6,6,0,Player2
0,13,5,2,25,32,31,2,8,14,2,5,4,23,29,12,9,1,16,24,3,12,20,5,16,10,10,8,0,Player1
0,3,0,0,12,26,23,3,16,25,1,14,3,11,33,8,28,5,15,2,6,7,4,5,6,25,5,6,0,Player2
3,14,3,2,25,46,28,3,12,22,11,5,3,22,43,11,20,5,31,21,16,18,28,2,38,30,5,15,0,Player2
0,7,1,10,28,44,22,3,9,35,6,7,4,22,38,13,18,3,32,24,9,19,17,2,25,29,3,15,0,Player2
2,10,6,3,30,44,41,9,12,16,3,7,4,28,62,12,13,6,23,22,9,22,13,4,56,40,10,13,0,Player2
1,3,4,3,21,26,32,1,9,18,2,6,3,21,35,12,20,0,20,9,2,21,3,1,6,20,5,14,0,Player1
2,8,5,3,38,63,46,7,28,17,1,22,4,32,50,21,32,6,19,20,7,18,12,1,42,30,6,11,0,Player2
0,8,6,0,25,45,39,3,19,14,7,12,1,21,38,9,24,3,17,14,10,17,14,7,17,16,13,10,0,Player1
3,6,2,2,20,30,16,1,11,13,3,7,3,23,29,13,20,5,17,13,8,15,12,1,26,22,3,4,0,Player2
2,9,6,1,27,43,28,0,12,13,4,9,3,19,31,9,16,2,8,18,6,16,15,8,13,13,14,4,0,Player1
0,9,0,2,15,23,20,1,4,11,6,2,0,12,41,5,19,4,25,10,10,11,11,4,31,32,4,10,0,Player2
12,11,1,1,30,48,24,4,9,19,8,7,4,31,34,23,39,3,23,18,11,22,17,3,22,24,4,12,0,Player2
2,3,4,2,15,31,26,6,7,31,1,4,4,23,36,13,17,6,16,7,7,18,7,5,17,22,9,8,0,Player2
3,8,2,1,22,39,25,2,8,13,0,6,7,18,38,12,17,4,13,13,4,14,16,6,35,28,8,7,0,Player2
4,18,7,3,47,76,49,7,26,32,8,20,5,46,42,24,31,8,39,29,16,28,28,5,46,28,12,18,0,Player2
1,3,5,0,30,43,43,1,14,9,3,8,3,16,21,3,19,0,5,5,3,9,4,3,4,13,8,3,0,Player1
2,9,2,1,12,22,11,3,4,18,2,2,1,16,36,9,18,6,22,22,8,7,12,5,24,22,7,6,0,Player2
5,5,3,1,36,48,44,4,20,19,2,12,3,30,49,13,31,2,16,14,4,23,9,9,19,34,12,10,0,Player1
0,8,7,2,30,51,60,6,19,33,8,14,12,30,63,16,30,6,41,18,14,27,14,9,35,37,16,23,0,Player1
2,4,1,0,20,33,27,2,28,19,3,24,4,12,37,8,22,4,18,10,7,6,11,0,22,29,1,7,0,Player2
6,21,4,7,56,78,44,5,35,46,6,26,5,33,96,16,48,5,50,37,11,47,32,10,45,70,14,24,0,Player2
3,3,0,0,8,26,16,3,13,13,0,10,2,18,25,9,27,6,10,9,6,3,7,2,16,20,2,4,0,Player2
6,6,1,2,30,43,35,2,14,27,6,11,2,28,41,15,25,3,32,17,9,17,7,4,27,33,5,16,0,Player2
2,16,9,2,46,72,78,3,46,35,2,25,3,36,85,13,40,5,25,20,7,25,21,8,26,46,17,12,0,Player1
0,6,4,2,33,47,25,0,12,13,5,8,0,20,35,8,13,1,11,12,6,28,7,6,22,19,10,4,0,Player1
3,1,3,9,30,36,29,1,5,14,2,3,8,20,29,8,20,1,20,16,3,21,4,4,14,23,7,10,0,Player1
7,17,9,1,39,63,49,11,39,21,7,24,10,44,54,17,38,7,36,30,14,34,30,8,46,36,17,19,0,Player1
1,12,2,0,30,64,36,0,24,15,2,15,4,16,39,10,36,5,6,10,7,13,20,2,19,25,4,5,0,Player2
9,18,5,1,36,61,34,1,20,24,4,15,3,40,56,15,41,6,32,25,10,36,26,11,33,36,16,11,0,Player2
2,31,3,2,38,71,31,2,22,39,3,16,3,39,53,25,38,7,22,23,10,31,51,3,28,35,6,12,0,Player2
2,9,1,1,14,23,11,5,11,19,3,10,5,14,32,7,16,5,30,11,8,24,17,6,28,26,7,14,0,Player2
1,7,6,0,23,39,44,2,21,13,4,13,1,13,60,5,24,3,22,9,7,22,12,3,25,31,9,14,0,Player1
1,5,6,6,29,35,31,0,7,10,3,4,9,17,36,4,13,3,21,26,6,15,10,3,23,22,9,7,0,Player1
2,9,3,2,26,31,14,2,12,15,0,6,4,12,32,9,9,0,15,25,0,16,13,1,17,20,4,10,0,Player1
11,1,2,1,21,38,34,2,21,18,6,17,4,18,36,7,34,5,17,5,11,12,3,3,12,28,5,7,0,Player2
0,9,3,2,25,39,27,2,29,32,0,27,2,24,68,9,30,4,19,16,4,31,16,9,18,45,12,9,0,Player2
2,8,1,5,18,29,12,2,11,16,4,7,1,15,30,10,20,5,25,19,9,10,13,4,25,22,5,9,0,Player2
0,16,5,7,0,0,30,2,24,0,2,11,3,0,0,0,17,1,0,27,2,0,18,9,24,0,9,0,0,Player1
6,4,1,2,0,0,26,7,7,0,9,7,4,0,0,0,25,6,0,10,9,0,6,3,27,0,3,0,0,Player2
3,10,5,12,0,0,37,2,16,0,6,10,4,0,0,0,22,3,0,41,6,0,13,9,46,0,9,0,0,Player1
1,3,9,7,0,0,55,9,6,0,21,3,2,0,0,0,53,10,0,45,21,0,8,19,72,0,19,0,0,Player1
12,13,6,24,0,0,38,8,33,0,12,22,12,0,0,0,31,3,0,56,12,0,16,17,58,0,17,0,0,Player1
9,32,7,9,0,0,59,4,48,0,13,31,5,0,0,0,52,6,0,41,13,0,53,10,49,0,10,0,0,Player2
2,7,4,9,0,0,20,2,13,0,3,7,2,0,0,0,8,0,0,34,3,0,13,11,23,0,11,0,0,Player1
11,12,5,21,0,0,51,7,22,0,3,18,10,0,0,0,42,2,0,50,3,0,15,10,44,0,10,0,0,Player1
2,7,7,4,0,0,55,5,25,0,6,20,7,0,0,0,31,4,0,29,6,0,11,16,43,0,16,0,0,Player1
17,22,2,6,0,0,30,8,19,0,13,16,1,0,0,0,40,6,0,28,13,0,28,18,39,0,18,0,0,Player2
1,11,9,7,0,0,35,5,31,0,12,23,2,0,0,0,24,4,0,46,12,0,13,19,31,0,19,0,0,Player1
11,8,3,4,0,0,49,5,31,0,10,18,4,0,0,0,39,6,0,22,10,0,16,13,39,0,13,0,0,Player2
24,12,5,14,0,0,58,9,14,0,15,13,7,0,0,0,65,6,0,41,15,0,19,8,47,0,8,0,0,Player1
30,12,3,2,0,0,55,0,22,0,12,16,15,0,0,0,59,4,0,35,12,0,15,11,36,0,11,0,0,Player2
8,12,5,8,0,0,58,5,26,0,9,19,2,0,0,0,35,4,0,47,9,0,15,21,63,0,21,0,0,Player1
5,3,0,8,0,0,19,6,8,0,10,6,2,0,0,0,20,5,0,23,10,0,4,0,49,0,0,0,0,Player2
0,13,4,18,0,0,22,2,21,0,6,13,1,0,0,0,20,0,0,32,6,0,19,6,21,0,6,0,0,Player1
13,9,1,9,0,0,36,8,22,0,12,19,1,0,0,0,41,5,0,25,12,0,20,7,36,0,7,0,0,Player2
15,13,7,17,0,0,58,3,18,0,8,11,6,0,0,0,36,4,0,47,8,0,18,23,32,0,23,0,0,Player1
5,20,4,4,0,0,31,8,19,0,6,10,5,0,0,0,22,0,0,35,6,0,25,7,27,0,7,0,0,Player1
11,22,5,7,0,0,42,3,84,0,9,53,5,0,0,0,44,3,0,47,9,0,29,6,20,0,6,0,0,Player1
20,23,2,11,0,0,43,4,32,0,7,25,4,0,0,0,59,2,0,47,7,0,29,5,27,0,5,0,0,Player2
5,18,6,22,0,0,33,5,18,0,6,14,7,0,0,0,39,2,0,58,6,0,23,11,30,0,11,0,0,Player1
14,24,7,2,0,0,59,9,34,0,12,23,5,0,0,0,58,8,0,34,12,0,48,12,61,0,12,0,0,Player2
7,31,5,24,0,0,44,7,25,0,17,18,6,0,0,0,38,4,0,70,17,0,48,18,56,0,18,0,0,Player1
6,15,4,4,0,0,52,7,34,0,15,23,8,0,0,0,29,8,0,30,15,0,21,13,55,0,13,0,0,Player2
6,22,0,8,0,0,17,2,11,0,7,11,3,0,0,0,29,3,0,30,7,0,36,3,31,0,3,0,0,Player2
8,5,2,19,0,0,31,9,22,0,1,17,3,0,0,0,31,0,0,48,1,0,5,10,29,0,10,0,0,Player1
10,19,1,6,0,0,24,5,21,0,6,12,2,0,0,0,27,5,0,41,6,0,34,8,51,0,8,0,0,Player2
7,22,3,20,0,0,23,4,12,0,2,11,2,0,0,0,30,0,0,37,2,0,29,7,14,0,7,0,0,Player1
7,22,5,4,0,0,53,6,28,0,14,18,4,0,0,0,59,7,0,31,14,0,27,11,34,0,11,0,0,Player2
8,28,5,8,0,0,44,9,21,0,28,16,5,0,0,0,34,8,0,42,28,0,40,12,75,0,12,0,0,Player1
7,5,7,17,0,0,51,6,33,0,11,18,3,0,0,0,35,4,0,41,11,0,8,22,34,0,22,0,0,Player1
1,17,4,16,0,0,25,3,20,0,2,14,7,0,0,0,18,1,0,47,2,0,25,8,20,0,8,0,0,Player1
7,7,1,0,0,0,12,6,20,0,13,12,0,0,0,0,32,9,0,10,13,0,18,1,25,0,1,0,0,Player2
2,31,5,15,0,0,17,1,8,0,1,7,7,0,0,0,16,0,0,44,1,0,45,12,18,0,12,0,0,Player1
5,13,8,16,0,0,45,3,18,0,12,12,10,0,0,0,31,3,0,46,12,0,17,13,43,0,13,0,0,Player1
3,27,5,4,0,0,38,1,14,0,14,8,3,0,0,0,25,7,0,31,14,0,44,9,68,0,9,0,0,Player2
17,17,6,13,0,0,62,5,44,0,10,26,5,0,0,0,45,5,0,50,10,0,22,17,42,0,17,0,0,Player1
15,8,1,0,0,0,42,6,46,0,6,27,8,0,0,0,41,6,0,17,6,0,12,13,20,0,13,0,0,Player2
1,18,4,19,0,0,30,4,12,0,0,8,6,0,0,0,18,0,0,43,0,0,23,8,37,0,8,0,0,Player1
13,6,1,3,0,0,16,2,10,0,9,9,1,0,0,0,25,6,0,15,9,0,8,1,35,0,1,0,0,Player2
3,11,6,10,0,0,27,1,27,0,3,19,3,0,0,0,23,0,0,30,3,0,13,9,21,0,9,0,0,Player1
2,8,0,2,0,0,22,1,36,0,16,28,0,0,0,0,39,5,0,11,16,0,16,0,16,0,0,0,0,Player2
30,17,0,6,0,0,29,2,17,0,4,13,5,0,0,0,49,2,0,22,4,0,20,1,16,0,1,0,0,Player2
15,21,4,16,0,0,71,7,31,0,2,17,12,0,0,0,41,2,0,49,2,0,27,21,38,0,21,0,0,Player1
1,11,1,2,0,0,24,8,16,0,14,11,2,0,0,0,21,6,0,18,14,0,18,1,42,0,1,0,0,Player2
4,12,7,5,0,0,36,7,16,0,12,11,5,0,0,0,28,4,0,32,12,0,20,19,42,0,19,0,0,Player1
2,6,5,14,0,0,44,5,22,0,3,15,5,0,0,0,18,1,0,34,3,0,8,12,23,0,12,0,0,Player1
14,26,6,9,0,0,70,2,39,0,15,26,12,0,0,0,59,4,0,44,15,0,41,16,48,0,16,0,0,Player1
23,17,1,5,0,0,44,4,32,0,7,25,5,0,0,0,69,4,0,28,7,0,30,4,22,0,4,0,0,Player2
4,16,5,6,0,0,52,2,27,0,4,22,3,0,0,0,30,0,0,28,4,0,17,15,15,0,15,0,0,Player1
24,19,2,15,0,0,31,2,25,0,9,14,4,0,0,0,49,0,0,46,9,0,31,4,34,0,4,0,0,Player1
18,39,3,35,0,0,30,9,28,0,12,18,13,0,0,0,60,4,0,95,12,0,68,17,69,0,17,0,0,Player2
6,19,1,7,0,0,20,5,17,0,13,13,5,0,0,0,31,4,0,27,13,0,31,4,43,0,4,0,0,Player2
6,14,7,4,0,0,42,3,19,0,10,11,5,0,0,0,24,3,0,29,10,0,22,10,32,0,10,0,0,Player1
7,20,5,13,0,0,27,0,3,0,0,2,1,0,0,0,18,0,0,33,0,0,29,7,21,0,7,0,0,Player1
14,11,6,10,0,0,46,7,12,0,4,7,10,0,0,0,22,3,0,42,4,0,12,22,45,0,22,0,0,Player1
27,22,2,6,0,0,55,3,35,0,15,21,6,0,0,0,65,6,0,40,15,0,36,9,47,0,9,0,0,Player2
14,19,4,21,0,0,50,10,24,0,22,14,10,0,0,0,59,3,0,57,22,0,26,11,25,0,11,0,0,Player1
6,7,0,3,0,0,14,1,12,0,16,10,1,0,0,0,29,6,0,17,16,0,8,0,36,0,0,0,0,Player2
6,23,3,7,0,0,35,1,17,0,1,13,10,0,0,0,27,0,0,30,1,0,24,8,19,0,8,0,0,Player1
0,39,7,16,0,0,31,4,9,0,11,5,3,0,0,0,20,3,0,67,11,0,51,16,75,0,16,0,0,Player1
17,5,4,22,0,0,52,5,25,0,11,22,11,0,0,0,56,1,0,53,11,0,6,5,24,0,5,0,0,Player1
10,16,1,20,0,0,42,3,32,0,16,19,4,0,0,0,51,6,0,48,16,0,30,11,56,0,11,0,0,Player2
